,linking_rate,synonyms_rate,emb_axis_9,emb_axis_11,emb_axis_13,emb_axis_14,emb_axis_15,emb_axis_22,emb_axis_24,emb_axis_29,emb_axis_39,emb_axis_41,emb_axis_54,emb_axis_55,emb_axis_65,emb_axis_70,emb_axis_87,emb_axis_88,emb_axis_94
262226,0.5,0.0020811654526534,0.43007416,-0.29233128,0.25232315,0.6205327,-0.40404412,0.7800029,0.17622964,0.7691958,-0.9257509,0.66641206,-0.523182,-0.62915117,0.061164312,-1.5523037,0.74629164,-0.41794008,-0.5784626
265302,0.1818181818181818,0.0004805843906189,-0.20615488,-0.096480966,0.036894746,-0.043328416,-0.123120554,0.24996792,-0.21683553,-0.049698275,-0.55954665,0.22454062,0.048637785,-0.062266674,-0.3570808,-0.59282714,0.721091,0.9738319,-0.111809045
265811,0.1,0.0,-0.05192331,-0.81529486,-0.6100433,0.22093275,-0.0011464786,-0.07603506,0.21309802,0.14845535,-0.036236163,0.19980419,0.58410007,0.51956433,-0.31402916,-0.36451113,0.33840913,0.06450616,0.27900898
266396,0.0869565217391304,0.0004938271604938,0.21767922,-0.8613464,0.15741742,-0.42393947,-0.024897609,0.42042857,-0.031204699,-0.041548256,-0.23970161,-0.04553626,0.2852764,-0.19954835,-0.53059393,-0.28111404,0.8342339,0.33983165,-0.10440486
266852,0.15,0.0,-0.29430363,-0.12132283,0.30152902,-0.26829445,0.33245617,0.23089471,-0.53071576,-0.15388432,-0.71997833,-0.22732571,1.0988077,-0.02539261,-0.029996304,0.3131041,-0.18177857,0.15518436,0.26802623
266938,0.1034482758620689,0.0008453085376162,0.22716422,-0.9038747,-0.7721128,-0.044421196,-0.31545058,0.033397805,0.096514076,-0.27393633,-0.09209555,-0.05864199,0.45647472,-0.1935908,0.45433566,-0.114633694,0.70518655,0.44428748,0.1311444
267252,0.15,0.0027041644131963,-0.9767545,-0.345488,0.050314788,-0.64186925,-0.36482638,0.40373504,-0.51977766,-0.51723045,-0.50910985,-0.2161814,-0.18255214,0.8557931,-0.14494713,-0.77870154,0.7884857,1.9898987,-0.48998734
270665,0.0789473684210526,0.0005049867440979,0.09882817,-0.6893348,0.26624754,-0.5045798,-0.4080109,0.8614703,0.11003378,-0.099356264,-0.45406756,0.1344736,-0.011201904,0.16809162,0.040169522,0.028021535,0.5466958,0.3223548,-0.22975068
270993,0.2222222222222222,0.0,0.60093397,-0.7053934,-0.25299793,0.16490692,-0.19423239,-0.052532073,0.47693172,-0.52223074,-0.975955,-0.041871045,0.783962,0.02371681,-0.62627673,-0.28831217,-0.38842046,0.1643557,0.43259507
271594,0.1428571428571428,0.0017146776406035,-0.5915223,-0.6684503,0.049751423,-0.25355786,-0.28965297,0.60012287,0.29611942,0.06613747,-0.35694814,-0.03238085,0.8874485,-0.67007244,0.46349806,-0.059697494,0.8228764,0.27905223,0.054471426
273032,0.15,0.000204081632653,-0.46431312,-0.688931,0.6337483,-0.006476865,0.018822523,0.21491188,0.1709243,-0.19086859,-0.8901736,-0.28728268,1.4008701,-0.73538727,-0.31420115,-0.31452566,0.3257061,0.15012333,0.0123197595
273250,0.1428571428571428,0.0007100591715976,0.4938832,0.1504562,0.085805215,-0.37700212,-0.10794838,0.23849812,0.23985812,-0.31132,-0.5139329,-0.15271218,0.67488444,0.23873897,0.27402008,0.4386666,0.48017183,0.20372884,-0.42224106
273314,0.2727272727272727,0.0113378684807256,-0.38904583,-0.5204182,-0.61577153,-0.25592715,0.30062297,0.3419527,-0.42431605,-0.74456006,-1.0347195,0.18947776,0.38571525,0.96081495,-0.099064864,-0.68886745,0.39379212,-0.030836128,0.43722117
274917,0.1428571428571428,0.0,-0.24122019,-1.2999227,-0.67096364,-1.1768144,-0.5920884,0.2885506,-0.52215964,0.2868648,-0.764915,-0.4279699,-0.2428258,-0.12224966,0.7328877,-0.15485866,0.9122968,-0.15255791,0.064410746
275603,0.2,0.0,-0.41638672,0.53263843,-0.30626738,-0.99331445,-0.033460002,0.4562704,-0.80998456,0.55252326,-0.3465204,0.55170226,0.44640338,0.3110197,0.703838,0.615067,0.6142171,0.29646656,0.06769575
280584,0.4,0.0016326530612244,-0.42139235,-0.8281724,0.1999,0.9910599,-1.1572881,0.0030006065,0.2966712,0.21154815,-0.3207607,-0.472522,1.0168906,-1.0340793,-0.15046443,0.022418452,0.2120635,0.94710267,-0.37588117
282586,0.1875,0.0,0.92652535,-0.83035225,-0.22613922,0.593009,-0.17442271,0.3427775,-0.3826141,0.23425342,-0.6455325,-0.4022515,-0.06784483,-0.4792723,-0.5767486,-0.38958356,-0.45570204,1.10356,0.09897609
29751,0.4285714285714285,0.0061728395061728,-0.06982786,-0.9062417,-0.36860624,0.087402366,-0.18393344,1.0170399,-0.0027194007,-0.44826177,-0.92211217,-0.3059002,0.05923289,0.69940543,-0.027746398,-0.24645483,0.034101836,-0.4187837,0.025691707
29920,0.1428571428571428,0.0,-0.9717324,-0.86755794,0.05430931,-0.45812634,0.41867656,0.5944521,-0.3580761,0.23849459,-0.8946543,-0.33428815,-0.046849243,-1.0208329,-0.56842786,-0.9029595,0.11008713,0.69768816,0.48504326
302220,0.1538461538461538,0.002,-0.6173538,0.06905113,-0.365664,-0.4358972,-0.01504908,0.72993,0.37025076,-0.016392434,-1.0674211,0.47975513,0.03246857,-0.028570186,-0.1765935,0.15729009,1.8286021,0.4426254,0.1028356
30762,0.1481481481481481,0.0,0.12958999,-0.24354137,-0.04577105,-0.24006346,-0.42442116,0.35039964,-0.017267287,-0.079436496,-0.87953097,-0.45038685,0.26254243,0.14902543,0.19001468,0.09226237,0.7635918,0.12316677,-0.07067557
30763,0.1052631578947368,0.0,-1.2714758,-1.0741544,-0.32463202,0.071579434,-0.6986389,0.64638233,0.17690325,-0.82763547,-0.49119604,-0.051941108,0.6799431,-0.106796816,-0.222181,-0.603805,0.027575204,0.01906141,-0.15555872
30858,0.1875,0.0007304601899196,-0.44513446,-1.3656204,-0.44386008,-0.07675402,-0.36254784,0.072792344,-0.268871,0.18428664,-1.1318107,-0.9344098,0.5050175,0.1441314,-0.4286892,0.05187301,1.7576789,-0.31922564,0.7108596
31197,0.6666666666666666,0.0,0.3594014,-0.09697246,-0.36289337,-0.25484324,-1.0894303,0.5648269,0.38713163,-0.31736103,-0.72708356,-0.2303451,-1.0575566,0.1514762,0.14363237,-0.43185708,0.013076342,1.2076468,-0.32348958
31392,0.2857142857142857,0.0,-1.2958881,-0.09097239,-0.89286387,0.21034302,1.0457208,0.6745504,-0.009416371,0.16614747,-0.74183446,1.1189656,0.13651603,-0.4960977,1.0276664,-0.5829746,0.119934894,0.41731864,0.12533303
33436,0.25,0.0,-0.35232696,-0.8792289,-0.3875931,-1.0790446,0.6162737,-1.5348737,-1.6676686,-0.2973169,-1.1017905,0.09339165,-0.06360058,-0.1883649,-0.94605416,0.027581964,0.57954156,1.5447505,0.49108237
33439,0.2222222222222222,0.0,0.010802303,0.66360456,1.4177629,-1.1962347,0.48096034,0.6652668,-0.17963764,0.33557552,-1.2834005,1.3508555,0.51882946,0.8933822,0.38658896,0.27239755,0.2391097,1.0687447,-0.55584806
341983,0.2,0.0017846519928613,-0.4591369,-0.62424725,-0.4239838,-0.6724291,-0.5767483,-0.048883144,-0.5034181,-0.3486919,-0.5566266,-0.9650583,0.71490777,-0.43169188,0.107581444,0.4617426,1.3678333,0.70450735,-0.30919778
367576,0.1,0.0002100399075824,-0.17277056,-0.69510436,-0.27298513,-0.09790267,-0.11849966,0.10599236,0.40605748,0.5396778,-0.55595815,0.1799732,0.52449304,-0.39563674,0.08556614,-0.39564493,0.65461075,0.9152259,-0.052656453
370050,0.2222222222222222,0.01171875,-1.1568794,0.67522573,0.25196335,-0.26826453,-0.5348825,-0.05675405,0.048485275,-0.034795515,-0.5223645,-0.17017555,0.30084994,0.6967271,-1.135066,-0.39555255,0.076657005,0.16710459,-0.7414072
37117,0.2666666666666666,0.001067995728017,-1.0314933,-0.65717715,0.32898152,-0.34038273,-0.82336104,0.1781264,1.020242,0.62994313,-0.08524966,-0.20927243,0.1890947,-0.80248713,-1.0301124,-0.5014706,1.1977369,1.2056615,-0.4662641
38019,0.125,0.0,-0.6384795,-0.65526426,-0.38933146,-0.085393205,0.8279411,0.50638515,-0.4834208,-0.31472942,-0.68460935,0.23774305,0.2122041,0.15894154,0.31225786,-0.14369111,0.71562797,1.1538693,-0.55724585
38154,0.2222222222222222,0.007396449704142,-0.97750807,-1.7777343,1.2157043,-0.20579429,0.049809333,-0.10302489,-0.9118924,0.90865517,-0.68240416,-0.2036203,0.47504574,0.28925067,-0.6310794,0.08584825,0.26265216,0.26547256,0.8010277
40260,0.081081081081081,0.0,-0.22973073,-0.17255142,-0.27216905,-0.18421137,0.02853376,0.16434573,0.12288057,-0.23056017,0.076460056,0.5219129,0.37251598,0.07840396,-0.21839991,-0.06344693,0.29364944,0.62980884,-0.06700567
41026,0.2,0.0,-0.8168196,-0.59901077,0.053937543,-0.6371256,0.525813,1.156018,-0.17054231,0.5219266,-0.23494728,-1.0615685,1.1129577,-0.113237344,0.07163303,-0.7800491,0.52289534,0.5948493,0.38521123
42946,0.2142857142857142,0.0,-0.40310195,0.36169162,-0.29687732,-0.83273077,-0.07913873,0.6243648,-0.9341087,-1.2347394,-0.20483534,0.27636918,0.64588505,-0.2856173,-0.25845346,-0.84027636,-0.85958797,0.16959044,0.5082918
43371,0.3333333333333333,0.0,-0.68651015,0.50318635,-0.62782735,-0.61477345,-0.51031816,1.0203795,0.88223845,-0.11838318,-1.3739209,0.43594357,0.21554512,0.274198,-0.3602604,-1.1570853,0.9724319,1.4055564,0.40751788
43469,0.2727272727272727,0.0039682539682539,0.46061546,-0.8214278,-0.76899505,-0.118139155,-0.071772434,-0.31967238,-0.23025195,-0.058646433,-0.47357848,0.20000663,0.38305616,-0.59444505,-0.0050917035,-0.30940157,0.6683152,-0.23305863,0.5346157
46663,0.1875,0.0013850415512465,0.111831926,-0.41840318,0.25977123,0.13331318,0.28432885,-0.0701453,-0.54219383,0.40993607,-0.79138654,-0.47087222,0.09845949,1.2808585,0.43165907,-0.57691,-0.7176334,-0.32267714,-0.4074104
47472,0.2142857142857142,0.0041641879833432,0.78975224,-0.4483852,-0.053605285,-0.6416661,0.61014813,0.4125371,0.7114294,-0.15525834,-1.4418495,-0.06535298,-0.073106065,0.59099406,-0.0042484887,-0.329803,0.74076056,1.6188724,0.07166748
47797,0.4285714285714285,0.0,-1.6701145,0.10552238,-0.41756508,-0.073940285,-0.93683964,0.23682371,-0.11592322,-1.1881205,-1.4576839,0.51159257,-0.09374678,0.77416486,0.25945935,-0.036113128,0.4827638,1.3195586,0.35525572
49029,0.2105263157894736,0.0,-0.3656107,-0.787962,-0.66365933,-0.46444583,-0.085657,-0.20699744,0.011102298,0.004931452,-0.2792612,0.266897,-0.14159563,-0.16008817,-0.43775934,-0.6033946,0.7667418,0.57415295,-0.19068876
49264,0.2727272727272727,0.0,-0.75588894,-0.23747626,0.4291168,-0.20394096,0.88738024,0.5972416,-0.41999587,0.050551895,-0.6457906,0.7040247,-0.3488574,0.28085187,0.50573885,-0.95523375,1.0845096,1.0569803,0.52579683
50103,0.2727272727272727,0.0036523009495982,-0.22476044,-0.77932465,-1.0621903,0.010249228,-0.45839322,0.16763811,0.33929846,-0.31485304,-0.77010185,0.42369446,0.40902466,-0.22180964,0.4094087,-0.5490411,0.34080076,1.2990428,-0.14178213
50307,0.1538461538461538,0.0008650519031141,-0.7176723,-0.059970867,-0.8201123,0.18509233,-0.093310274,0.41475502,-0.159735,-0.044103444,-1.1399466,-0.39225677,0.47413856,0.36687726,-0.6174561,-0.5330418,0.5348813,0.3486405,0.76878905
53766,0.1875,0.0003395201448619,-0.29256997,-0.5745006,-0.14323309,-0.033357043,-0.11566887,0.48604065,-0.08299625,0.07082896,-0.12852249,0.09106784,-0.1139445,-0.28729492,-0.199013,-0.46186906,-0.23399241,0.6309031,0.18837917
57231,0.5,0.0,-1.0368488,-0.46557498,-0.17819345,-0.5532311,0.45339152,-0.6068994,-0.30568328,-0.078274034,-1.3503485,0.32944497,0.28401116,-0.84224033,0.58671826,-0.12747447,0.77464044,1.1526316,-0.30110705
57294,0.2142857142857142,0.0023148148148148,-0.7066577,0.28462088,0.576397,-0.758988,0.05998087,-0.07197779,-0.9213828,-0.115061775,-0.97854483,-0.7624403,0.32725546,0.64784384,0.3968769,0.1538641,0.1726393,1.1035753,0.6650142
57295,0.1666666666666666,0.0,0.13419399,-0.51502615,0.08110484,-1.3458884,0.8071899,1.248694,0.07658747,0.23503987,-0.7382688,0.09632805,-0.7337021,1.3029382,0.021586118,-0.99792427,-0.038594615,0.7821919,0.65709126
57598,0.2222222222222222,0.0,-0.54902667,-0.5078365,-0.591592,-0.002788358,-0.6530472,-0.059614837,-0.08557938,0.20318057,-0.49632716,-0.59732926,1.2417629,-0.5259012,-0.15066266,-0.7892367,0.29563993,1.3128456,-0.31654587
60037,0.125,0.0017799928800284,-0.029930037,-0.54850054,-0.6562268,-0.18196341,0.35203904,0.6179154,-0.041193187,0.008739002,-0.5552555,0.45555443,0.016353076,0.8402547,0.28009927,0.60910624,0.6262526,0.6090115,-0.23218973
60405,0.2307692307692307,0.009861932938856,-1.1381056,0.16485327,-0.88063836,0.10652861,-0.8246684,-0.001149136,-1.0417075,0.40280226,-0.9842065,0.30669665,0.8224994,0.15480167,-0.007890893,-1.1737013,-0.48116717,0.16643247,-0.65183234
61557,0.2727272727272727,0.0,-0.7078295,-0.97330767,-0.08604349,-0.9091633,0.41415897,0.46692997,-0.2732553,-0.09604564,-0.8981951,1.7160344,-0.23710914,0.38314745,-0.16552265,-0.035931192,0.72465086,0.56994814,0.04027545
63951,0.125,0.0,-0.3314649,-0.39645848,-0.35105237,-0.34747413,0.014645794,-0.17821032,-0.8795107,0.30059573,0.32584074,-0.4920004,0.6038212,-0.055710983,-0.24544853,0.24083537,0.2715189,1.1144991,-0.6097026
65068,0.05,0.0009613843935266,0.06524137,-0.32002237,-0.19570173,-0.41950276,-0.3437316,0.67670393,0.31641117,-0.030576427,-0.47490835,-0.36701024,0.7120248,-0.21070534,-0.7534416,-0.49511924,0.3401137,0.8926968,-0.41290313
66623,0.1875,0.0,0.19902587,-0.082244575,0.28473663,-0.18322082,-0.27495587,-0.4073186,-0.22300121,0.04962768,-0.71667975,0.08897599,0.16887197,-0.47209033,-0.026197413,-0.27813053,0.33999377,0.76253015,0.5021805
68828,0.2857142857142857,0.0,-0.70010763,-1.5569757,-0.4780208,-2.1196923,0.5438506,0.03815105,-0.58230144,0.02912188,-1.3883963,0.22345439,-0.18369053,0.28153276,0.78408104,-0.81656796,0.37301096,-1.0147134,0.38469163
69870,0.2307692307692307,0.0,-0.09569352,-0.070433915,0.25419363,-1.4524089,1.2912436,0.8420735,0.18805145,0.3136376,-1.6916987,-0.44605088,1.1334811,-0.24255894,-0.19551942,-0.1312546,-0.54417497,0.82014513,0.74901503
71459,0.2,0.0,-0.16853637,0.25435323,-0.42653006,-0.6811674,0.22379123,1.4763727,0.17582746,-0.39259347,-0.68770343,-0.8908073,0.0029905592,-0.10097866,-0.29091543,-1.3454286,1.2982174,0.81201696,0.44941497
7156,0.2222222222222222,0.0,0.2719872,-0.51931876,-0.47921544,-0.106676325,0.50306237,0.065765366,-0.3383015,0.48431852,-0.6695993,0.70709926,-0.14919004,1.132189,-0.28586534,-0.1991002,0.43813092,1.1719143,0.008131148
71987,0.2857142857142857,0.0,-0.5052385,0.49160656,0.51384145,-0.36141765,0.13979608,0.17082712,-1.4002774,0.0063424665,-0.5524564,1.2043958,0.14788191,1.2947758,0.059829302,-0.32178864,-0.08562248,0.82920486,-0.1156707
74184,0.3333333333333333,0.0,-0.4446236,-0.21193911,-0.026385836,-0.76796603,0.36883387,0.5315982,-0.45478612,-0.26573235,-0.39883387,0.173959,0.5966418,0.69960576,-0.34760073,-0.3863045,-0.2188058,0.5461093,0.52549493
74870,0.25,0.0,-0.011929977,0.20092086,0.40656015,-0.2639099,-0.37952492,0.7172585,-0.799505,-0.1399452,-0.5404354,-0.39710596,0.1047246,0.7463563,0.24086542,-0.5592013,-0.22739631,0.3204169,1.4117237
75441,0.5,0.0082644628099173,-1.260352,-0.15029924,-0.07573865,-0.41808328,0.3507499,-0.37854868,-0.09298564,1.0706136,-0.92093575,0.3324304,0.28730938,-1.1172513,-0.6148704,0.4900844,1.1345727,0.053585444,1.4679421
81371,0.2857142857142857,0.0,0.22789285,-0.80355364,-0.21291587,-0.66447765,-0.6743982,0.7172002,0.61344326,0.21054305,-0.31869906,-0.69963664,-0.10751927,0.117193155,-0.15651533,0.06982703,0.4932952,0.6811288,0.01862824
81563,0.0909090909090909,0.0,-0.41125593,-0.16643721,-0.11029259,-0.14021036,-0.49522844,0.09151436,-0.17369704,0.33984068,-0.94932956,0.503008,-0.04334297,-0.59672946,-0.09289462,0.22716214,-0.050027285,0.5341674,-0.20909853
81615,0.2,0.0,-0.11759432,0.4357976,0.5385998,-0.25425148,0.1651639,0.48260224,-1.4556681,-0.029921418,-0.46263933,-0.1545385,1.3243871,-0.1560647,-0.45835388,-0.37416458,-0.4244521,1.000214,0.018317757
8404,0.1666666666666666,0.0011337868480725,-0.71043307,0.31488365,-0.55673456,-0.17073461,0.33864975,-0.14346887,-0.35502812,-0.6039346,-0.72955996,-0.44792902,0.432882,-0.32640445,-0.059622545,-0.08792671,1.3018819,1.613554,-0.2668867
84133,0.2142857142857142,0.0025826446280991,-0.25392604,-0.28489348,-0.43518168,-0.8902696,-0.5594072,-0.30612355,0.25755098,0.29539233,-1.1994227,-0.20306936,0.5684024,-0.17288332,0.33926982,0.51049316,-0.034966446,0.91374344,0.08415999
84176,0.1666666666666666,0.0,0.54467106,-0.27140042,-0.49726805,0.21757628,0.21407984,-0.48422888,-0.42641127,0.7340429,-0.3786812,-0.124707885,1.131341,0.089706495,-0.1125565,0.22715521,0.75922245,1.2566576,0.12826659
84670,0.1666666666666666,0.0,-0.20359851,0.050738763,0.32273418,-0.3911867,-0.35310325,-0.26712304,-0.11460164,-0.95798147,-1.3037165,-0.28557995,1.3811662,1.4576769,-0.19528067,-1.1188627,-0.19406326,0.989244,-0.11157926
84772,0.1538461538461538,0.001953125,-0.6480554,-0.9468801,0.050233632,-0.12771434,0.16041966,-0.17280401,0.608612,0.67170835,-0.6015517,-0.34267214,1.0372255,-1.3269868,-0.33959928,-0.7250399,0.31904516,0.84563094,-0.31057233
84924,0.1666666666666666,0.0,0.08856155,0.10291767,-0.7596182,-0.42663962,-0.585468,-0.04524318,-0.11067389,0.3054199,-1.2588544,-0.27176026,-0.084255844,-0.6794479,0.050425474,0.89856887,0.20724298,1.2388437,0.55691004
86494,0.1818181818181818,0.0,-0.7184693,0.51796216,-1.3383639,0.0028326393,1.1467518,0.28830498,0.8481328,-1.1644396,-1.3975973,0.35702348,0.55796903,-0.16289969,-0.02105846,-0.62031573,0.07727951,-0.096903205,-0.7401307
89787,0.1666666666666666,0.0006611570247933,0.19890666,0.0431592,-0.83003616,-1.4091341,-0.14717846,0.040546067,-0.107436135,-0.8228168,-0.7819021,0.16429989,0.5066366,-0.39132637,0.112924315,-0.24742313,1.0785569,0.7800276,-0.3368842
90008,0.2352941176470588,0.0,-0.6251201,0.3168781,-0.16720612,0.009601501,-0.12132844,0.9616501,-0.45715025,-0.8017555,-0.65859413,-0.1805723,0.93863004,-0.1251309,-1.1852527,-0.056995735,0.9203067,0.92973185,0.15668137
90986,0.25,0.0,0.45101386,-0.6488567,-0.2770251,0.8441837,-0.48130506,0.80544424,0.25883368,0.18123773,0.0330524,-0.6504694,0.339934,-0.23455763,0.21797247,-0.65926063,0.3612966,0.37928516,0.5946461
91292,0.2,0.0,-0.911402,-0.78221685,-0.2541879,-0.816442,0.66358954,-0.6918,-0.42873642,-0.15130739,-1.2314552,-0.34533262,0.31937516,-0.5587301,-0.08414562,-0.8084976,-1.0910708,0.8783894,0.60007066
92331,0.2222222222222222,0.0,0.17096502,0.63300866,0.24202693,-1.0727823,-0.60379416,-0.043852996,-0.4248872,-0.15295961,-0.2173317,0.039885454,-0.34693214,-0.22901247,-0.6444359,-0.81233305,0.6936526,0.69976044,-0.1841661
93807,0.1818181818181818,0.0027041644131963,-1.7962993,-1.2184042,-0.31663632,-0.8407855,-0.3040912,-0.12883939,-0.5321268,0.5613783,-0.5825631,0.036288638,0.06349669,-0.35315207,-0.53884774,-0.006418082,0.9850771,1.1368575,-0.18896078
93828,0.2,0.0,-1.3322935,-0.33632955,-0.26172596,0.6311981,0.0050255437,-0.09200532,0.25364473,-0.2624335,-1.0536394,-0.57416284,0.4724359,0.42377385,0.2311643,0.28814474,-0.04995106,0.21576637,0.08098833
94525,0.4285714285714285,0.0,-0.47232044,-0.25907075,-0.7048317,-1.1356409,0.25003272,-0.080410905,-0.06325846,-0.18352257,-0.9186181,-0.60079366,0.8439088,-0.1794293,-0.6118236,0.052115936,-0.8074908,-0.20458478,-0.12689453
95147,0.3,0.0,-0.8216733,0.1255435,-0.66869915,0.39230633,0.50784284,1.4136637,-0.61645895,-0.73883927,-1.5274328,0.9193311,0.60389763,0.5637548,0.35778153,-0.9505413,0.091540374,0.79127556,0.7095213
95205,0.2,0.0,-1.0537409,0.9325342,-1.5466961,-0.7183667,-0.79427314,-0.33097067,-0.10665676,-0.07323725,-0.6207644,1.1988547,0.44990745,0.78096145,0.036623936,-1.2469124,-0.12860619,-0.8851605,0.02197516
96337,0.1538461538461538,0.0104058272632674,-0.10251784,-0.8641629,-0.21406722,-0.6250621,-0.9567139,0.52690345,0.4469982,-0.9446448,-0.976507,-0.028575132,0.046520893,-0.701782,0.20148928,-0.7040098,1.3154219,0.86191434,0.07286612
96361,0.1538461538461538,0.0,0.37866822,-0.29211953,-0.6482013,-0.10648941,0.09626887,0.26000866,0.3554247,0.09846337,-0.59601927,0.1477805,0.16678977,0.02069443,0.73216546,-0.1785232,0.39995295,0.6227242,-0.524837
97095,0.125,0.0003060912151821,0.20191847,0.09624962,0.1634903,0.038549125,-0.04690651,0.15694943,-0.2224096,-0.08893337,0.11264498,-0.47252867,-0.29814324,-0.4611046,0.36962023,-0.7609506,0.2881415,0.08105705,-0.045481544
